Wall time,Step,Value
1670265794.976442,486,1.1877111319336109e-05
1670265826.7798963,1135,2.771326035144739e-05
1670265830.3337467,1216,2.9692779207834974e-05
1670265843.3696105,1513,3.695101258927025e-05
1670265861.2316897,1918,4.6848606871208176e-05
1670265867.2982116,2000,4.882812572759576e-05
1670265891.0702987,2540,6.202491204021499e-05
1670265968.883268,4189,0.00010227512393612415
1670265972.4913008,4270,0.00010425464279251173
1670265983.2870162,4513,0.00011019319936167449
1670266061.8527336,6189,0.0001511032460257411
1670266067.8611205,6324,0.00015440245624631643
1670266093.063634,6891,0.00016825908096507192
1670266101.8011582,7027,0.00017155827663373202
1670266110.158547,7216,0.00017617715639062226
1670266117.3533077,7378,0.00018013619410339743
1670266161.9901261,8324,0.0002032305783359334
1670266164.3842096,8378,0.0002045502478722483
1670266173.9802303,8594,0.0002098289696732536
1670266211.2209806,9378,0.00022896431619301438
1670266235.2100818,9918,0.00024216111341957003
1670266304.355879,11378,0.00027779245283454657
1670266305.554678,11405,0.00027845229487866163
1670266329.543432,11945,0.00029164907755330205
1670266353.2585306,12432,0.00030352617613971233
1670266358.0326223,12540,0.0003061655443161726
1670266370.0003843,12810,0.0003127639356534928
1670266448.7640676,14486,0.00035367399686947465
1670266483.31516,15216,0.0003714896447490901
1670266502.4783506,15648,0.0003820470883511007
1670266510.8755248,15837,0.0003866659535560757
1670266512.0760913,15864,0.00038732579560019076
1670266554.183653,16756,0.0004091004957444966
1670266573.1042666,17135,0.00041833825525827706
1670266582.698917,17351,0.00042361696250736713
1670266588.7335372,17486,0.00042691617272794247
1670266591.1432292,17540,0.0004282358568161726
1670266605.536327,17864,0.00043615393224172294
1670266620.0215616,18135,0.00044275232357904315
1670266674.235613,19297,0.0004711254150606692
1670266683.8270228,19513,0.0004764041514135897
1670266693.406426,19729,0.0004816828586626798
1670266727.190392,20432,0.0004988386644981802
1670266737.9828668,20675,0.0005047772428952157
1670266742.786648,20783,0.000507416611071676
1670266745.1805735,20837,0.0005087362951599061
1670266765.1764677,21216,0.0005179740255698562
1670266767.5769713,21270,0.0005192937096580863
1670266775.965942,21459,0.0005239126039668918
1670266785.5855849,21675,0.0005291912821121514
1670266792.7870204,21837,0.0005331503343768418
1670266828.5517836,22594,0.0005516258534044027
1670266920.5916994,24567,0.0005997941480018198
1670266962.6863306,25459,0.0006215688190422952
1670266966.2844465,25540,0.0006235483451746404
1670266988.4816864,26000,0.0006347656017169356
1670266999.315761,26243,0.0006407041801139712
1670267000.5123193,26270,0.0006413640221580863
1670267007.7190855,26432,0.0006453230744227767
1670267008.9233108,26459,0.0006459829164668918
1670267014.9136195,26594,0.0006492820684798062
1670267038.3937178,27081,0.0006611592252738774
1670267041.9841716,27162,0.0006631387514062226
1670267052.7730744,27405,0.0006690772715955973
1670267113.5465024,28729,0.0007014094153419137
1670267117.1442215,28810,0.0007033889414742589
1670267124.3304615,28972,0.0007073479937389493
1670267133.241016,29135,0.0007113069877959788
1670267139.229488,29270,0.0007146061980165541
1670267151.216452,29540,0.0007212046184577048
1670267158.4092607,29702,0.0007251636125147343
1670267164.4046373,29837,0.0007284628227353096
1670267231.287062,31243,0.0007627744926139712
1670267237.281062,31378,0.0007660737028345466
1670267238.4841964,31405,0.0007667335448786616
1670267260.0633812,31891,0.0007786106434650719
1670267278.1699371,32243,0.0007871885318309069
1670267293.7523985,32594,0.0007957664784044027
1670267341.383473,33621,0.0008208403596654534
1670267364.3674648,34081,0.0008320576162077487
1670267388.3617857,34621,0.00084525445709005
1670267403.9449828,34972,0.0008538323454558849
1670267432.551835,35567,0.0008683488122187555
1670267436.149047,35648,0.0008703283383511007
1670267454.577846,36027,0.0008795660687610507
1670267459.3764691,36135,0.000882205436937511
1670267519.0930274,37432,0.0009138777386397123
1670267527.4976854,37621,0.0009184966329485178
1670267555.893821,38216,0.0009330130997113883
1670267570.2666895,38540,0.0009409311460331082
1670267582.2590458,38810,0.0009475295664742589
1670267620.7655566,39621,0.00096732476959005
1670267633.975782,39918,0.0009745829738676548
1670267645.7327225,40135,0.0009765621507540345
1670267652.9372127,40297,0.0009765608701854944
1670267694.8346329,41162,0.0009765375289134681
1670267699.625124,41270,0.0009765326394699514
1670267729.606301,41945,0.0009764924761839211
1670267750.4705954,42378,0.0009764579008333385
1670267751.669275,42405,0.000976455514319241
1670267769.686941,42810,0.0009764164569787681
1670267774.4850867,42918,0.0009764049900695682
1670267796.881648,43378,0.0009763514972291887
1670267841.099105,44324,0.0009762168047018349
1670267850.6992714,44540,0.0009761813562363386
1670267876.663333,45081,0.0009760852553881705
1670267893.4901705,45459,0.0009760115062817931
1670267904.2769284,45702,0.0009759613312780857
1670267911.4825459,45864,0.0009759266395121813
1670267919.5872614,46000,0.0009758970118127763
1670267928.0377686,46189,0.0009758544038049877
1670267938.8640466,46432,0.000975797651335597
1670267955.683715,46810,0.0009757051011547446
1670267958.0776496,46864,0.00097569142235443
1670267961.6801755,46945,0.0009756707004271448
1670267974.652288,47189,0.0009756071958690882
1670268018.461711,48135,0.0009753393824212253
1670268047.2534678,48783,0.0009751366451382637
1670268074.6017644,49351,0.0009749465389177203
1670268096.1867402,49837,0.0009747741278260946
1670268109.0034132,50081,0.0009746846626512706
1670268124.6127567,50432,0.0009745515417307615
1670268128.2198226,50513,0.0009745202260091901
1670268137.8268385,50729,0.0009744354174472392
1670268188.3186588,51810,0.0009739855886436999
1670268210.896567,52270,0.0009737813961692154
1670268222.8989623,52540,0.0009736576466821134
1670268226.4974391,52621,0.0009736199863255024
1670268253.2048955,53162,0.0009733628248795867
1670268272.3908103,53594,0.000973149377387017
1670268296.5179546,54081,0.0009729010635055602
1670268310.8998826,54405,0.0009727306314744055
1670268331.2814367,54864,0.0009724826668389142
1670268340.6907327,55027,0.000972393318079412
1670268369.4594047,55675,0.0009720262023620307
1670268387.0367463,56027,0.0009718209039419889
1670268390.6398354,56108,0.0009717728826217353
1670268391.8414402,56135,0.0009717568173073232
1670268401.443843,56351,0.0009716273634694517
1670268406.2564175,56459,0.0009715619962662458
1670268414.6485202,56648,0.0009714465704746544
1670268475.4041219,57972,0.0009706020355224609
1670268482.840026,58081,0.0009705302654765546
1670268491.2506201,58270,0.0009704036638140678
1670268502.0390854,58513,0.0009702389361336827
1670268531.0637622,59108,0.0009698271751403809
1670268535.8696678,59216,0.0009697509231045842
1670268545.4715261,59432,0.0009695971384644508
1670268555.061727,59648,0.000969441665802151
1670268559.8731387,59756,0.0009693632600829005
1670268586.5621102,60297,0.0009689649450592697
1670268592.5547304,60432,0.0009688637219369411
1670268593.7584517,60459,0.0009688434074632823
1670268599.7484796,60594,0.000968741369433701
1670268614.1286962,60918,0.0009684938122518361
1670268620.813017,61000,0.000968431297224015
1670268626.8048344,61135,0.0009683265816420317
1670268649.5666852,61648,0.000967922736890614
1670268670.9392996,62081,0.0009675751789472997
1670268682.9426503,62351,0.0009673545719124377
1670268697.333814,62675,0.0009670862345956266
1670268730.2002847,63378,0.0009664918761700392
1670268740.9967227,63621,0.0009662819793447852
1670268785.5245328,64567,0.000965445302426815
1670268786.7190936,64594,0.0009654209134168923
1670268789.1070223,64648,0.0009653720771893859
1670268844.270678,65837,0.0009642709628678858
1670268856.5769901,66054,0.0009640652569942176
1670268867.3759003,66297,0.0009638318442739546
1670268869.7741356,66351,0.0009637796902097762
1670268875.774304,66486,0.0009636487811803818
1670268908.3565893,67162,0.0009629846317693591
1670268909.5545082,67189,0.0009629577398300171
1670268921.5566673,67459,0.0009626872488297522
1670268923.9496982,67513,0.0009626328246667981
1670268929.9539635,67648,0.0009624962694942951
1670268948.4077477,68027,0.0009621105855330825
1670268955.5999768,68189,0.0009619437041692436
1670268966.3994024,68432,0.0009616916067898273
1670268984.4058712,68837,0.00096126674907282
1670268989.2118194,68945,0.0009611524874344468
1670268994.1334476,69000,0.000961095152888447
1670269024.0996053,69675,0.000960370060056448
1670269053.1382768,70270,0.0009597184835001826
1670269060.3324478,70432,0.00095953862182796
1670269080.755956,70891,0.0009590238332748413
1670269090.2239366,71054,0.0009588403045199811
1670269121.3503428,71756,0.0009580343612469733
1670269151.084115,72378,0.0009573067654855549
